dateComponents,activeEnergyBurned,activeEnergyBurnedGoal,activeEnergyBurnedUnit,appleMoveTime,appleMoveTimeGoal,appleExerciseTime,appleExerciseTimeGoal,appleStandHours,appleStandHoursGoal
2022-06-18,1119.71,500,Cal,0,0,100,30,14,10
2022-06-19,1219.42,500,Cal,0,0,111,30,17,10
2022-06-20,1081.16,500,Cal,0,0,111,30,17,10
2022-06-21,769.198,500,Cal,0,0,52,30,17,10
2022-06-22,829.879,500,Cal,0,0,96,30,17,10
2022-06-23,791.979,500,Cal,0,0,51,30,16,10
2022-06-24,888.985,500,Cal,0,0,67,30,20,10
2022-06-25,1312.23,500,Cal,0,0,105,30,18,10
2022-06-26,823.814,500,Cal,0,0,54,30,18,10
2022-06-27,838.902,500,Cal,0,0,40,30,17,10
2022-06-28,914.626,500,Cal,0,0,87,30,17,10
2022-06-29,1019.75,500,Cal,0,0,106,30,19,10
2022-06-30,786.978,500,Cal,0,0,62,30,19,10
2022-07-01,702.993,500,Cal,0,0,46,30,14,10
2022-07-02,1121.78,500,Cal,0,0,87,30,18,10
2022-07-03,1059.9,500,Cal,0,0,92,30,18,10
2022-07-04,1325.4,500,Cal,0,0,107,30,17,10
2022-07-05,819.46,500,Cal,0,0,69,30,18,10
2022-07-06,1001.72,500,Cal,0,0,86,30,17,10
2022-07-07,758.038,500,Cal,0,0,36,30,14,10
2022-07-08,918.917,500,Cal,0,0,79,30,19,10
2022-07-09,861.866,500,Cal,0,0,57,30,17,10
2022-07-10,1192.91,500,Cal,0,0,106,30,19,10
2022-07-11,840.045,500,Cal,0,0,75,30,17,10
2022-07-12,732.801,500,Cal,0,0,41,30,17,10
2022-07-13,816.197,500,Cal,0,0,60,30,15,10
2022-07-14,763.656,500,Cal,0,0,35,30,20,10
2022-07-15,796.513,500,Cal,0,0,74,30,18,10
2022-07-16,1315.31,500,Cal,0,0,148,30,19,10
2022-07-17,855.367,500,Cal,0,0,73,30,17,10
2022-07-18,1054.55,500,Cal,0,0,85,30,17,10
2022-07-19,754.062,500,Cal,0,0,59,30,17,10
2022-07-20,788.076,500,Cal,0,0,69,30,16,10
2022-07-21,771.442,500,Cal,0,0,34,30,20,10
2022-07-22,780.242,500,Cal,0,0,55,30,16,10
2022-07-23,967.063,500,Cal,0,0,101,30,16,10
2022-07-24,900.691,500,Cal,0,0,59,30,16,10
2022-07-25,726.81,500,Cal,0,0,40,30,14,10
2022-07-26,839.474,500,Cal,0,0,67,30,18,10
2022-07-27,826.766,500,Cal,0,0,61,30,17,10
2022-07-28,748.173,500,Cal,0,0,38,30,18,10
2022-07-29,858.709,500,Cal,0,0,61,30,19,10
2022-07-30,1142.83,500,Cal,0,0,106,30,16,10
2022-07-31,817.286,500,Cal,0,0,123,30,17,10
2022-08-01,959.348,500,Cal,0,0,106,30,15,10
2022-08-02,795.455,500,Cal,0,0,74,30,17,10
2022-08-03,774.586,500,Cal,0,0,57,30,18,10
2022-08-04,794.541,500,Cal,0,0,63,30,18,10
2022-08-05,736.293,500,Cal,0,0,51,30,16,10
2022-08-06,1124.12,500,Cal,0,0,115,30,18,10
2022-08-07,767.733,500,Cal,0,0,78,30,18,10
2022-08-08,965.401,500,Cal,0,0,72,30,17,10
2022-08-09,790.327,500,Cal,0,0,71,30,18,10
2022-08-10,782.607,500,Cal,0,0,50,30,19,10
2022-08-11,747.889,500,Cal,0,0,61,30,16,10
2022-08-12,851.257,500,Cal,0,0,63,30,15,10
2022-08-13,911.514,500,Cal,0,0,76,30,15,10
2022-08-14,1123.23,500,Cal,0,0,114,30,17,10
2022-08-15,1121.76,500,Cal,0,0,103,30,16,10
2022-08-16,825.789,500,Cal,0,0,78,30,19,10
2022-08-17,838.688,500,Cal,0,0,47,30,15,10
2022-08-18,825.353,500,Cal,0,0,53,30,18,10
2022-08-19,835.477,500,Cal,0,0,77,30,17,10
2022-08-20,1518.06,500,Cal,0,0,225,30,16,10
2022-08-21,939.091,500,Cal,0,0,75,30,16,10
2022-08-22,886.7,500,Cal,0,0,91,30,15,10
2022-08-23,918.369,500,Cal,0,0,83,30,19,10
2022-08-24,853.131,500,Cal,0,0,75,30,16,10
2022-08-25,925.122,500,Cal,0,0,81,30,17,10
2022-08-26,823.635,500,Cal,0,0,51,30,20,10
2022-08-27,1041.28,500,Cal,0,0,77,30,21,10
2022-08-28,664.16,500,Cal,0,0,60,30,17,10
2022-08-29,854.169,500,Cal,0,0,82,30,18,10
2022-08-30,829.961,500,Cal,0,0,60,30,18,10
2022-08-31,833.118,500,Cal,0,0,74,30,17,10
2022-09-01,815.425,500,Cal,0,0,41,30,19,10
2022-09-02,732.589,500,Cal,0,0,63,30,19,10
2022-09-03,1215.95,500,Cal,0,0,125,30,14,10
2022-09-04,922.876,500,Cal,0,0,68,30,16,10
2022-09-05,912.714,500,Cal,0,0,60,30,15,10
2022-09-06,717.669,500,Cal,0,0,62,30,18,10
2022-09-07,815.289,500,Cal,0,0,75,30,16,10
2022-09-08,972.286,500,Cal,0,0,84,30,18,10
2022-09-09,767.83,500,Cal,0,0,52,30,16,10
2022-09-10,800.024,500,Cal,0,0,66,30,17,10
2022-09-11,609.045,500,Cal,0,0,53,30,17,10
2022-09-12,1003.57,500,Cal,0,0,79,30,17,10
2022-09-13,774.703,500,Cal,0,0,57,30,20,10
2022-09-14,785.34,500,Cal,0,0,48,30,17,10
2022-09-15,910.935,500,Cal,0,0,95,30,21,10
2022-09-16,930.317,500,Cal,0,0,101,30,18,10
2022-09-17,883.825,500,Cal,0,0,32,30,21,10
2022-09-18,669.282,500,Cal,0,0,42,30,16,10
2022-09-19,1023.17,500,Cal,0,0,96,30,19,10
2022-09-20,817.415,500,Cal,0,0,65,30,17,10
2022-09-21,799.289,500,Cal,0,0,55,30,17,10
2022-09-22,875.054,500,Cal,0,0,68,30,16,10
2022-09-23,765.666,500,Cal,0,0,53,30,17,10
2022-09-24,1162.74,500,Cal,0,0,118,30,16,10
2022-09-25,828.726,500,Cal,0,0,64,30,16,10
2022-09-26,857.083,500,Cal,0,0,61,30,17,10
2022-09-27,833.197,500,Cal,0,0,67,30,18,10
2022-09-28,802.164,500,Cal,0,0,61,30,17,10
2022-09-29,773.129,500,Cal,0,0,55,30,18,10
2022-09-30,793.058,500,Cal,0,0,62,30,16,10
2022-10-01,949.459,500,Cal,0,0,96,30,16,10
2022-10-02,682.749,500,Cal,0,0,56,30,15,10
2022-10-03,766.405,500,Cal,0,0,62,30,17,10
2022-10-04,626.349,500,Cal,0,0,48,30,16,10
2022-10-05,762.872,500,Cal,0,0,59,30,16,10
2022-10-06,946.507,500,Cal,0,0,95,30,17,10
2022-10-07,902.765,500,Cal,0,0,90,30,18,10
2022-10-08,1055.88,500,Cal,0,0,74,30,18,10
2022-10-09,943.241,500,Cal,0,0,72,30,16,10
2022-10-10,952.029,500,Cal,0,0,91,30,19,10
2022-10-11,698.528,500,Cal,0,0,49,30,15,10
2022-10-12,781.6,500,Cal,0,0,78,30,16,10
2022-10-13,703.045,500,Cal,0,0,47,30,17,10
2022-10-14,987.833,500,Cal,0,0,87,30,16,10
2022-10-15,804.872,500,Cal,0,0,50,30,16,10
2022-10-16,492.52,500,Cal,0,0,28,30,18,10
2022-10-17,535.634,500,Cal,0,0,29,30,17,10
2022-10-18,645.387,500,Cal,0,0,28,30,16,10
2022-10-19,605.515,500,Cal,0,0,39,30,16,10
2022-10-20,649.05,500,Cal,0,0,40,30,14,10
2022-10-21,740.802,500,Cal,0,0,59,30,18,10
2022-10-22,871.913,500,Cal,0,0,75,30,13,10
2022-10-23,620.926,500,Cal,0,0,65,30,15,10
2022-10-24,662.166,500,Cal,0,0,53,30,15,10
2022-10-25,675.31,500,Cal,0,0,41,30,18,10
2022-10-26,705.159,500,Cal,0,0,77,30,15,10
2022-10-27,793.676,500,Cal,0,0,92,30,15,10
2022-10-28,621.236,500,Cal,0,0,39,30,20,10
2022-10-29,679.893,500,Cal,0,0,45,30,14,10
2022-10-30,768.929,500,Cal,0,0,64,30,14,10
2022-10-31,572.401,500,Cal,0,0,33,30,16,10
2022-11-01,658.024,500,Cal,0,0,30,30,16,10
2022-11-02,732.089,500,Cal,0,0,50,30,18,10
2022-11-03,675.47,500,Cal,0,0,48,30,16,10
2022-11-04,885.505,500,Cal,0,0,79,30,17,10
2022-11-05,958.845,500,Cal,0,0,62,30,18,10
2022-11-06,899.549,500,Cal,0,0,98,30,16,10
2022-11-07,736.662,500,Cal,0,0,62,30,19,10
2022-11-08,785.418,500,Cal,0,0,72,30,19,10
2022-11-09,859.905,500,Cal,0,0,97,30,15,10
2022-11-10,823.127,500,Cal,0,0,91,30,18,10
2022-11-11,694.205,500,Cal,0,0,57,30,16,10
2022-11-12,847.849,500,Cal,0,0,84,30,15,10
2022-11-13,888.356,500,Cal,0,0,98,30,16,10
2022-11-14,893.774,500,Cal,0,0,103,30,15,10
2022-11-15,762.996,500,Cal,0,0,79,30,15,10
2022-11-16,690.968,500,Cal,0,0,57,30,15,10
2022-11-17,849.413,500,Cal,0,0,72,30,14,10
2022-11-18,995.404,500,Cal,0,0,143,30,18,10
2022-11-19,678.168,500,Cal,0,0,74,30,20,10
2022-11-20,768.43,500,Cal,0,0,75,30,15,10
2022-11-21,691.042,500,Cal,0,0,74,30,15,10
2022-11-22,935.834,500,Cal,0,0,104,30,15,10
2022-11-23,748.624,500,Cal,0,0,52,30,17,10
2022-11-24,938.476,500,Cal,0,0,52,30,13,10
2022-11-25,816.942,500,Cal,0,0,93,30,15,10
2022-11-26,885.759,500,Cal,0,0,108,30,15,10
2022-11-27,615.998,500,Cal,0,0,63,30,15,10
2022-11-28,852.416,500,Cal,0,0,119,30,16,10
2022-11-29,787.062,500,Cal,0,0,92,30,15,10
2022-11-30,847.372,500,Cal,0,0,91,30,15,10
2022-12-01,736.166,500,Cal,0,0,86,30,15,10
2022-12-02,875.766,500,Cal,0,0,81,30,16,10
2022-12-03,714.435,500,Cal,0,0,68,30,15,10
2022-12-04,610.244,500,Cal,0,0,52,30,15,10
2022-12-05,980.665,500,Cal,0,0,126,30,20,10
2022-12-06,690.865,500,Cal,0,0,46,30,17,10
2022-12-07,839.535,500,Cal,0,0,89,30,16,10
2022-12-08,837.361,500,Cal,0,0,91,30,18,10
2022-12-09,971.604,500,Cal,0,0,99,30,15,10
2022-12-10,807.096,500,Cal,0,0,75,30,14,10
2022-12-11,643.934,500,Cal,0,0,70,30,15,10
2022-12-12,943.602,500,Cal,0,0,106,30,16,10
2022-12-13,881.65,500,Cal,0,0,83,30,16,10
2022-12-14,813.615,500,Cal,0,0,66,30,15,10
2022-12-15,748.129,500,Cal,0,0,74,30,17,10
2022-12-16,791.738,500,Cal,0,0,89,30,17,10
2022-12-17,897.443,500,Cal,0,0,76,30,14,10
2022-12-18,588.777,500,Cal,0,0,64,30,14,10
2022-12-19,809.554,500,Cal,0,0,76,30,16,10
2022-12-20,792.088,500,Cal,0,0,69,30,16,10
2022-12-21,804.234,500,Cal,0,0,65,30,15,10
2022-12-22,787.077,500,Cal,0,0,68,30,18,10
2022-12-23,605.767,500,Cal,0,0,41,30,18,10
2022-12-24,556.319,500,Cal,0,0,73,30,14,10
2022-12-25,679.472,500,Cal,0,0,50,30,17,10
2022-12-26,854.958,500,Cal,0,0,66,30,14,10
2022-12-27,884.976,500,Cal,0,0,129,30,14,10
2022-12-28,935.096,500,Cal,0,0,132,30,17,10
2022-12-29,918.842,500,Cal,0,0,88,30,19,10
2022-12-30,736.866,500,Cal,0,0,86,30,15,10
2022-12-31,637.019,500,Cal,0,0,54,30,18,10
2023-01-01,872.654,500,Cal,0,0,109,30,15,10
2023-01-02,1008.19,500,Cal,0,0,109,30,17,10
2023-01-03,946.728,500,Cal,0,0,105,30,17,10
2023-01-04,710.37,500,Cal,0,0,60,30,16,10
2023-01-05,862.939,500,Cal,0,0,88,30,17,10
2023-01-06,883.971,500,Cal,0,0,95,30,16,10
2023-01-07,915.133,500,Cal,0,0,77,30,17,10
2023-01-08,801.621,500,Cal,0,0,74,30,16,10
2023-01-09,750.58,500,Cal,0,0,64,30,17,10
2023-01-10,913.481,500,Cal,0,0,87,30,16,10
2023-01-11,735.408,500,Cal,0,0,73,30,17,10
2023-01-12,940.78,500,Cal,0,0,99,30,17,10
2023-01-13,734.885,500,Cal,0,0,72,30,16,10
2023-01-14,802.862,500,Cal,0,0,76,30,17,10
2023-01-15,573.334,500,Cal,0,0,67,30,14,10
2023-01-16,846.377,500,Cal,0,0,107,30,16,10
2023-01-17,884.496,500,Cal,0,0,93,30,14,10
2023-01-18,714.684,500,Cal,0,0,79,30,15,10
2023-01-19,801.789,500,Cal,0,0,83,30,16,10
2023-01-20,889.747,500,Cal,0,0,108,30,19,10
2023-01-21,941.295,500,Cal,0,0,109,30,17,10
2023-01-22,761.308,500,Cal,0,0,104,30,15,10
2023-01-23,710.823,500,Cal,0,0,84,30,16,10
2023-01-24,824.135,500,Cal,0,0,87,30,17,10
2023-01-25,819.541,500,Cal,0,0,83,30,17,10
2023-01-26,929.889,500,Cal,0,0,95,30,16,10
2023-01-27,819.35,500,Cal,0,0,100,30,17,10
2023-01-28,963.391,500,Cal,0,0,107,30,15,10
2023-01-29,975.607,500,Cal,0,0,106,30,16,10
2023-01-30,1023.98,500,Cal,0,0,121,30,17,10
2023-01-31,793.346,500,Cal,0,0,78,30,15,10
2023-02-01,732.832,500,Cal,0,0,65,30,16,10
2023-02-02,888.697,500,Cal,0,0,90,30,17,10
2023-02-03,856.877,500,Cal,0,0,102,30,16,10
2023-02-04,777.626,500,Cal,0,0,71,30,14,10
2023-02-05,1004.98,500,Cal,0,0,113,30,16,10
2023-02-06,948.582,500,Cal,0,0,124,30,15,10
2023-02-07,963.489,500,Cal,0,0,103,30,17,10
2023-02-08,870.027,500,Cal,0,0,105,30,13,10
2023-02-09,981.096,500,Cal,0,0,107,30,17,10
2023-02-10,957.535,500,Cal,0,0,104,30,16,10
2023-02-11,1205.45,500,Cal,0,0,154,30,17,10
2023-02-12,734.814,500,Cal,0,0,70,30,18,10
2023-02-13,1054.93,500,Cal,0,0,166,30,15,10
2023-02-14,817.137,500,Cal,0,0,88,30,16,10
2023-02-15,837.394,500,Cal,0,0,96,30,15,10
2023-02-16,823.592,500,Cal,0,0,97,30,16,10
2023-02-17,951.636,500,Cal,0,0,123,30,18,10
2023-02-18,751.142,500,Cal,0,0,62,30,15,10
2023-02-19,840.295,500,Cal,0,0,68,30,17,10
2023-02-20,858.672,500,Cal,0,0,105,30,17,10
2023-02-21,740.234,500,Cal,0,0,63,30,17,10
2023-02-22,730.2,500,Cal,0,0,61,30,14,10
2023-02-23,1035.87,500,Cal,0,0,99,30,17,10
2023-02-24,821.286,500,Cal,0,0,55,30,15,10
2023-02-25,875.952,500,Cal,0,0,101,30,16,10
2023-02-26,927.464,500,Cal,0,0,119,30,20,10
2023-02-27,755.032,500,Cal,0,0,77,30,15,10
2023-02-28,748.547,500,Cal,0,0,67,30,15,10
2023-03-01,758.625,500,Cal,0,0,60,30,16,10
2023-03-02,850.812,500,Cal,0,0,85,30,16,10
2023-03-03,753.201,500,Cal,0,0,65,30,15,10
2023-03-04,716.028,500,Cal,0,0,91,30,14,10
2023-03-05,788.124,500,Cal,0,0,79,30,16,10
2023-03-06,772.707,500,Cal,0,0,103,30,16,10
2023-03-07,737.967,500,Cal,0,0,81,30,15,10
2023-03-08,671.831,500,Cal,0,0,59,30,14,10
2023-03-09,938.001,500,Cal,0,0,98,30,15,10
2023-03-10,886.112,500,Cal,0,0,89,30,17,10
2023-03-11,608.677,500,Cal,0,0,45,30,16,10
2023-03-12,875.833,500,Cal,0,0,76,30,16,10
2023-03-13,842.012,500,Cal,0,0,110,30,15,10
2023-03-14,846.677,500,Cal,0,0,102,30,15,10
2023-03-15,650.363,500,Cal,0,0,52,30,16,10
2023-03-16,856.733,500,Cal,0,0,95,30,16,10
2023-03-17,784.665,500,Cal,0,0,71,30,13,10
2023-03-18,970.837,500,Cal,0,0,149,30,18,10
2023-03-19,703.954,500,Cal,0,0,75,30,16,10
2023-03-20,1072.17,500,Cal,0,0,114,30,15,10
2023-03-21,890.216,500,Cal,0,0,72,30,16,10
2023-03-22,794.013,500,Cal,0,0,67,30,17,10
2023-03-23,952.285,500,Cal,0,0,91,30,17,10
2023-03-24,853.068,500,Cal,0,0,66,30,17,10
2023-03-25,688.317,500,Cal,0,0,78,30,14,10
2023-03-26,933.923,500,Cal,0,0,106,30,16,10
2023-03-27,1208.14,500,Cal,0,0,174,30,15,10
2023-03-28,947.425,500,Cal,0,0,98,30,18,10
2023-03-29,747.69,500,Cal,0,0,59,30,16,10
2023-03-30,710.417,500,Cal,0,0,44,30,16,10
2023-03-31,999.231,500,Cal,0,0,87,30,19,10
2023-04-01,838.328,500,Cal,0,0,63,30,14,10
2023-04-02,740.603,500,Cal,0,0,60,30,16,10
2023-04-03,528.736,500,Cal,0,0,38,30,12,10
2023-04-04,784.957,500,Cal,0,0,83,30,15,10
2023-04-05,772.166,500,Cal,0,0,75,30,19,10
2023-04-06,850.176,500,Cal,0,0,98,30,17,10
2023-04-07,813.37,500,Cal,0,0,59,30,16,10
2023-04-08,981.155,500,Cal,0,0,108,30,18,10
2023-04-09,1049.29,500,Cal,0,0,128,30,16,10
2023-04-10,1111.75,500,Cal,0,0,146,30,18,10
2023-04-11,864.768,500,Cal,0,0,77,30,17,10
2023-04-12,862.112,500,Cal,0,0,83,30,15,10
2023-04-13,943.905,500,Cal,0,0,104,30,18,10
2023-04-14,925.476,500,Cal,0,0,100,30,15,10
2023-04-15,837.407,500,Cal,0,0,97,30,15,10
2023-04-16,900.695,500,Cal,0,0,79,30,16,10
2023-04-17,932.235,500,Cal,0,0,102,30,18,10
2023-04-18,788.046,500,Cal,0,0,84,30,16,10
2023-04-19,750.207,500,Cal,0,0,60,30,13,10
2023-04-20,759.424,500,Cal,0,0,59,30,15,10
2023-04-21,868.168,500,Cal,0,0,84,30,18,10
2023-04-22,1121.08,500,Cal,0,0,83,30,15,10
2023-04-23,1071.18,500,Cal,0,0,156,30,15,10
2023-04-24,1086.44,500,Cal,0,0,129,30,17,10
2023-04-25,1046.3,500,Cal,0,0,128,30,16,10
2023-04-26,747.862,500,Cal,0,0,66,30,16,10
2023-04-27,944.046,500,Cal,0,0,95,30,17,10
2023-04-28,779.379,500,Cal,0,0,88,30,17,10
2023-04-29,893.22,500,Cal,0,0,83,30,13,10
2023-04-30,627.389,500,Cal,0,0,60,30,15,10
2023-05-01,1011.96,500,Cal,0,0,134,30,16,10
2023-05-02,918.159,500,Cal,0,0,100,30,17,10
2023-05-03,907.338,500,Cal,0,0,103,30,16,10
2023-05-04,818.518,500,Cal,0,0,68,30,18,10
2023-05-05,854.317,500,Cal,0,0,110,30,15,10
2023-05-06,891.246,500,Cal,0,0,78,30,15,10
2023-05-07,991.967,500,Cal,0,0,123,30,16,10
2023-05-08,995.445,500,Cal,0,0,120,30,16,10
2023-05-09,843.72,500,Cal,0,0,106,30,17,10
2023-05-10,792.491,500,Cal,0,0,81,30,17,10
2023-05-11,875.013,500,Cal,0,0,85,30,18,10
2023-05-12,879.333,500,Cal,0,0,51,30,18,10
2023-05-13,1167.71,500,Cal,0,0,120,30,17,10
2023-05-14,909.891,500,Cal,0,0,110,30,15,10
2023-05-15,935.46,500,Cal,0,0,81,30,14,10
2023-05-16,849.818,500,Cal,0,0,61,30,17,10
2023-05-17,935.845,500,Cal,0,0,70,30,15,10
2023-05-18,917.568,500,Cal,0,0,100,30,15,10
2023-05-19,793.804,500,Cal,0,0,69,30,15,10
2023-05-20,769.866,500,Cal,0,0,82,30,16,10
2023-05-21,1042.58,500,Cal,0,0,115,30,17,10
2023-05-22,879.192,500,Cal,0,0,114,30,15,10
2023-05-23,870.962,500,Cal,0,0,93,30,16,10
2023-05-24,950.847,500,Cal,0,0,80,30,15,10
2023-05-25,903.117,500,Cal,0,0,80,30,15,10
2023-05-26,926.429,500,Cal,0,0,119,30,17,10
2023-05-27,1261.3,500,Cal,0,0,164,30,16,10
2023-05-28,828.403,500,Cal,0,0,78,30,15,10
2023-05-29,1019.21,500,Cal,0,0,132,30,17,10
2023-05-30,825.606,500,Cal,0,0,93,30,15,10
2023-05-31,833.144,500,Cal,0,0,83,30,16,10
2023-06-01,1002.71,500,Cal,0,0,92,30,17,10
2023-06-02,823.889,500,Cal,0,0,84,30,16,10
2023-06-03,882.098,500,Cal,0,0,74,30,16,10
2023-06-04,980.957,500,Cal,0,0,99,30,15,10
2023-06-05,842.217,500,Cal,0,0,81,30,19,10
2023-06-06,863.939,500,Cal,0,0,48,30,17,10
2023-06-07,847.236,500,Cal,0,0,73,30,16,10
2023-06-08,840.4,500,Cal,0,0,74,30,17,10
2023-06-09,939.673,500,Cal,0,0,76,30,18,10
2023-06-10,1092.19,500,Cal,0,0,104,30,15,10
2023-06-11,1073.52,500,Cal,0,0,125,30,16,10
2023-06-12,880.692,500,Cal,0,0,71,30,15,10
2023-06-13,899.063,500,Cal,0,0,80,30,18,10
2023-06-14,1069.42,500,Cal,0,0,89,30,16,10
2023-06-15,927.034,500,Cal,0,0,92,30,19,10
2023-06-16,975.851,500,Cal,0,0,85,30,18,10
2023-06-17,1127.52,500,Cal,0,0,118,30,17,10
2023-06-18,1109.59,500,Cal,0,0,117,30,17,10
2023-06-19,883.676,500,Cal,0,0,75,30,16,10
2023-06-20,894.838,500,Cal,0,0,93,30,18,10
2023-06-21,976.445,500,Cal,0,0,88,30,16,10
2023-06-22,804.618,500,Cal,0,0,70,30,16,10
2023-06-23,861.251,500,Cal,0,0,82,30,19,10
2023-06-24,1122.56,500,Cal,0,0,81,30,18,10
2023-06-25,889.187,500,Cal,0,0,80,30,16,10
2023-06-26,881.281,500,Cal,0,0,80,30,17,10
2023-06-27,815.569,500,Cal,0,0,49,30,18,10
2023-06-28,962.051,500,Cal,0,0,89,30,18,10
2023-06-29,944.153,500,Cal,0,0,76,30,16,10
2023-06-30,945.295,500,Cal,0,0,98,30,19,10
2023-07-01,1063.56,500,Cal,0,0,78,30,17,10
2023-07-02,755.559,500,Cal,0,0,86,30,16,10
2023-07-03,812.628,500,Cal,0,0,55,30,18,10
2023-07-04,1090.3,500,Cal,0,0,119,30,17,10
2023-07-05,790.575,500,Cal,0,0,48,30,19,10
2023-07-06,933.845,500,Cal,0,0,76,30,18,10
2023-07-07,808.772,500,Cal,0,0,62,30,20,10
2023-07-08,1100.59,500,Cal,0,0,94,30,19,10
2023-07-09,904.266,500,Cal,0,0,62,30,18,10
2023-07-10,888.571,500,Cal,0,0,89,30,17,10
2023-07-11,851.592,500,Cal,0,0,81,30,18,10
2023-07-12,761.557,500,Cal,0,0,43,30,17,10
2023-07-13,906.502,500,Cal,0,0,70,30,14,10
2023-07-14,890.41,500,Cal,0,0,61,30,19,10
2023-07-15,1022.96,500,Cal,0,0,105,30,17,10
2023-07-16,603.249,500,Cal,0,0,54,30,19,10
2023-07-17,756.847,500,Cal,0,0,61,30,20,10
2023-07-18,856.865,500,Cal,0,0,56,30,20,10
2023-07-19,755.831,500,Cal,0,0,44,30,20,10
2023-07-20,909.446,500,Cal,0,0,77,30,18,10
2023-07-21,846.883,500,Cal,0,0,85,30,18,10
2023-07-22,1071.9,500,Cal,0,0,127,30,17,10
2023-07-23,844.739,500,Cal,0,0,80,30,17,10
2023-07-24,916.744,500,Cal,0,0,47,30,17,10
2023-07-25,1044.26,500,Cal,0,0,87,30,17,10
2023-07-26,661.819,500,Cal,0,0,35,30,15,10
2023-07-27,744.81,500,Cal,0,0,41,30,15,10
2023-07-28,873.154,500,Cal,0,0,77,30,17,10
2023-07-29,778.654,500,Cal,0,0,98,30,16,10
