dateComponents,activeEnergyBurned,activeEnergyBurnedGoal,activeEnergyBurnedUnit,appleMoveTime,appleMoveTimeGoal,appleExerciseTime,appleExerciseTimeGoal,appleStandHours,appleStandHoursGoal
2023-07-30,1051.75,500,Cal,0,0,122,30,17,10
2023-07-31,864.722,500,Cal,0,0,94,30,18,10
2023-08-01,934.5,500,Cal,0,0,51,30,15,10
2023-08-02,767.676,500,Cal,0,0,44,30,16,10
2023-08-03,835.752,500,Cal,0,0,65,30,16,10
2023-08-04,938.822,500,Cal,0,0,87,30,18,10
2023-08-05,1011.75,500,Cal,0,0,67,30,18,10
2023-08-06,805.585,500,Cal,0,0,99,30,18,10
2023-08-07,831.584,500,Cal,0,0,87,30,16,10
2023-08-08,872.762,500,Cal,0,0,71,30,19,10
2023-08-09,799.317,500,Cal,0,0,41,30,15,10
2023-08-10,865.51,500,Cal,0,0,88,30,18,10
2023-08-11,715.861,500,Cal,0,0,46,30,18,10
2023-08-12,772.465,500,Cal,0,0,61,30,17,10
2023-08-13,673.246,500,Cal,0,0,58,30,16,10
2023-08-14,895.471,500,Cal,0,0,101,30,18,10
2023-08-15,893.828,500,Cal,0,0,74,30,16,10
2023-08-16,960.628,500,Cal,0,0,86,30,17,10
2023-08-17,651.931,500,Cal,0,0,36,30,17,10
2023-08-18,786.396,500,Cal,0,0,43,30,18,10
2023-08-19,1004.63,500,Cal,0,0,62,30,16,10
2023-08-20,809.324,500,Cal,0,0,113,30,15,10
2023-08-21,774.032,500,Cal,0,0,60,30,16,10
2023-08-22,1101.67,500,Cal,0,0,73,30,18,10
2023-08-23,870.357,500,Cal,0,0,85,30,18,10
2023-08-24,847.008,500,Cal,0,0,75,30,17,10
2023-08-25,877.885,500,Cal,0,0,67,30,18,10
2023-08-26,665.72,500,Cal,0,0,66,30,15,10
2023-08-27,856.195,500,Cal,0,0,82,30,16,10
2023-08-28,894.135,500,Cal,0,0,82,30,15,10
2023-08-29,914.373,500,Cal,0,0,70,30,19,10
2023-08-30,667.134,500,Cal,0,0,31,30,15,10
2023-08-31,784.687,500,Cal,0,0,46,30,19,10
2023-09-01,819.702,500,Cal,0,0,71,30,15,10
2023-09-02,1119.09,500,Cal,0,0,143,30,17,10
2023-09-03,1108.69,500,Cal,0,0,132,30,16,10
2023-09-04,709.254,500,Cal,0,0,49,30,17,10
2023-09-05,853.946,500,Cal,0,0,67,30,16,10
2023-09-06,787.126,500,Cal,0,0,34,30,17,10
2023-09-07,761.317,500,Cal,0,0,43,30,16,10
2023-09-08,935.508,500,Cal,0,0,88,30,19,10
2023-09-09,943.409,500,Cal,0,0,89,30,19,10
2023-09-10,727.301,500,Cal,0,0,68,30,18,10
2023-09-11,674.42,500,Cal,0,0,71,30,14,10
2023-09-12,831.228,500,Cal,0,0,66,30,17,10
2023-09-13,687.692,500,Cal,0,0,31,30,16,10
2023-09-14,880.519,500,Cal,0,0,86,30,17,10
2023-09-15,810.516,500,Cal,0,0,80,30,17,10
2023-09-16,1342.38,500,Cal,0,0,149,30,16,10
2023-09-17,933.741,500,Cal,0,0,111,30,18,10
2023-09-18,656.583,500,Cal,0,0,55,30,16,10
2023-09-19,953.29,500,Cal,0,0,62,30,17,10
2023-09-20,804.619,500,Cal,0,0,53,30,21,10
2023-09-21,708.985,500,Cal,0,0,36,30,15,10
2023-09-22,912.389,500,Cal,0,0,97,30,18,10
2023-09-23,779.419,500,Cal,0,0,113,30,15,10
2023-09-24,746.769,500,Cal,0,0,42,30,16,10
2023-09-25,617.725,500,Cal,0,0,41,30,16,10
2023-09-26,805.406,500,Cal,0,0,81,30,18,10
2023-09-27,747.815,500,Cal,0,0,46,30,18,10
2023-09-28,783.57,500,Cal,0,0,87,30,18,10
2023-09-29,793.443,500,Cal,0,0,75,30,15,10
2023-09-30,796.902,670,Cal,0,0,101,30,16,12
2023-10-01,921.221,670,Cal,0,0,71,30,16,12
2023-10-02,796.285,670,Cal,0,0,98,30,17,12
2023-10-03,924.381,670,Cal,0,0,78,30,17,12
2023-10-04,762.902,670,Cal,0,0,44,30,19,12
2023-10-05,827.51,670,Cal,0,0,60,30,16,12
2023-10-06,1089.38,670,Cal,0,0,119,30,18,12
2023-10-07,1296.3,670,Cal,0,0,125,30,18,12
2023-10-08,858.771,670,Cal,0,0,85,30,16,12
2023-10-09,777.813,670,Cal,0,0,79,30,17,12
2023-10-10,850.407,670,Cal,0,0,84,30,16,12
2023-10-11,816.658,670,Cal,0,0,51,30,17,12
2023-10-12,796.352,670,Cal,0,0,50,30,18,12
2023-10-13,713.837,670,Cal,0,0,57,30,18,12
2023-10-14,601.283,670,Cal,0,0,48,30,17,12
2023-10-15,888.945,670,Cal,0,0,74,30,14,12
2023-10-16,894.693,670,Cal,0,0,112,30,17,12
2023-10-17,875.572,670,Cal,0,0,94,30,16,12
2023-10-18,776.557,670,Cal,0,0,36,30,16,12
2023-10-19,987.154,670,Cal,0,0,119,30,19,12
2023-10-20,919.367,670,Cal,0,0,91,30,20,12
2023-10-21,1042.49,670,Cal,0,0,124,30,14,12
2023-10-22,782.746,670,Cal,0,0,67,30,16,12
2023-10-23,752.214,670,Cal,0,0,47,30,16,12
2023-10-24,961.1,670,Cal,0,0,82,30,18,12
2023-10-25,938.542,670,Cal,0,0,87,30,17,12
2023-10-26,874.717,670,Cal,0,0,82,30,17,12
2023-10-27,1009.88,670,Cal,0,0,91,30,20,12
2023-10-28,1270.31,670,Cal,0,0,152,30,18,12
2023-10-29,978.877,670,Cal,0,0,101,30,16,12
2023-10-30,715.478,670,Cal,0,0,70,30,17,12
2023-10-31,731.299,670,Cal,0,0,48,30,18,12
2023-11-01,783.591,670,Cal,0,0,71,30,17,12
2023-11-02,905.96,670,Cal,0,0,113,30,21,12
2023-11-03,823.737,670,Cal,0,0,60,30,17,12
2023-11-04,963.702,670,Cal,0,0,84,30,15,12
2023-11-05,617.918,670,Cal,0,0,42,30,17,12
2023-11-06,895.321,670,Cal,0,0,93,30,18,12
2023-11-07,997.631,670,Cal,0,0,70,30,18,12
2023-11-08,966.02,670,Cal,0,0,107,30,17,12
2023-11-09,776.568,670,Cal,0,0,64,30,20,12
2023-11-10,810.448,670,Cal,0,0,91,30,16,12
2023-11-11,985.408,670,Cal,0,0,109,30,15,12
2023-11-12,733.24,670,Cal,0,0,60,30,17,12
2023-11-13,910.273,670,Cal,0,0,115,30,15,12
2023-11-14,828.427,670,Cal,0,0,88,30,17,12
2023-11-15,716.233,670,Cal,0,0,56,30,17,12
2023-11-16,950.271,670,Cal,0,0,89,30,17,12
2023-11-17,863.03,670,Cal,0,0,91,30,18,12
2023-11-18,962.227,670,Cal,0,0,101,30,17,12
2023-11-19,910.753,670,Cal,0,0,85,30,15,12
2023-11-20,767.632,670,Cal,0,0,64,30,16,12
2023-11-21,875.299,670,Cal,0,0,100,30,18,12
2023-11-22,798.746,670,Cal,0,0,71,30,17,12
2023-11-23,855.553,670,Cal,0,0,52,30,16,12
2023-11-24,1052.34,670,Cal,0,0,115,30,16,12
2023-11-25,1018.19,670,Cal,0,0,68,30,16,12
2023-11-26,699.054,670,Cal,0,0,60,30,14,12
2023-11-27,823.688,670,Cal,0,0,102,30,12,12
2023-11-28,844.003,670,Cal,0,0,94,30,15,12
2023-11-29,722.031,670,Cal,0,0,40,30,18,12
2023-11-30,891.132,670,Cal,0,0,82,30,16,12
2023-12-01,843.623,670,Cal,0,0,76,30,16,12
2023-12-02,717.758,670,Cal,0,0,48,30,14,12
2023-12-03,692.948,670,Cal,0,0,53,30,16,12
2023-12-04,894.963,670,Cal,0,0,80,30,17,12
2023-12-05,821.676,670,Cal,0,0,73,30,18,12
2023-12-06,817.747,670,Cal,0,0,67,30,17,12
2023-12-07,930.091,670,Cal,0,0,94,30,19,12
2023-12-08,829.796,670,Cal,0,0,93,30,17,12
2023-12-09,1103.25,670,Cal,0,0,118,30,17,12
2023-12-10,1103.15,670,Cal,0,0,122,30,19,12
2023-12-11,817.713,670,Cal,0,0,87,30,16,12
2023-12-12,928.676,670,Cal,0,0,94,30,16,12
2023-12-13,823.178,670,Cal,0,0,53,30,17,12
2023-12-14,738.71,670,Cal,0,0,40,30,16,12
2023-12-15,1013.66,670,Cal,0,0,109,30,20,12
2023-12-16,1121.24,670,Cal,0,0,98,30,17,12
2023-12-17,631.435,670,Cal,0,0,67,30,16,12
2023-12-18,755.456,670,Cal,0,0,85,30,14,12
2023-12-19,978.768,670,Cal,0,0,89,30,19,12
2023-12-20,856.025,670,Cal,0,0,71,30,17,12
2023-12-21,982.582,670,Cal,0,0,120,30,17,12
2023-12-22,906.732,670,Cal,0,0,83,30,18,12
2023-12-23,1031.96,670,Cal,0,0,110,30,12,12
2023-12-24,774.699,670,Cal,0,0,100,30,17,12
2023-12-25,757.632,670,Cal,0,0,67,30,15,12
2023-12-26,805.125,670,Cal,0,0,48,30,16,12
2023-12-27,821.535,670,Cal,0,0,72,30,17,12
2023-12-28,1020.67,670,Cal,0,0,81,30,17,12
2023-12-29,977.578,670,Cal,0,0,120,30,16,12
2023-12-30,982.808,670,Cal,0,0,94,30,14,12
2023-12-31,742.537,670,Cal,0,0,72,30,17,12
2024-01-01,180.85,670,Cal,0,0,0,30,8,12
2024-01-02,98.4373,670,Cal,0,0,1,30,4,12
2024-01-03,272.577,670,Cal,0,0,0,30,12,12
2024-01-04,525.764,670,Cal,0,0,19,30,15,12
2024-01-05,527.177,670,Cal,0,0,29,30,16,12
2024-01-06,703.56,670,Cal,0,0,79,30,16,12
2024-01-07,599.101,670,Cal,0,0,63,30,13,12
2024-01-08,748.202,670,Cal,0,0,81,30,14,12
2024-01-09,794.161,670,Cal,0,0,87,30,16,12
2024-01-10,667.133,670,Cal,0,0,50,30,17,12
2024-01-11,684.49,670,Cal,0,0,52,30,17,12
2024-01-12,793.138,670,Cal,0,0,84,30,18,12
2024-01-13,700.35,670,Cal,0,0,99,30,14,12
2024-01-14,673.306,670,Cal,0,0,82,30,16,12
2024-01-15,569.965,670,Cal,0,0,62,30,15,12
2024-01-16,844.896,670,Cal,0,0,90,30,16,12
2024-01-17,659.4,670,Cal,0,0,77,30,15,12
2024-01-18,744.939,670,Cal,0,0,57,30,16,12
2024-01-19,758.489,670,Cal,0,0,41,30,17,12
2024-01-20,521.88,670,Cal,0,0,10,30,16,12
2024-01-21,676.435,670,Cal,0,0,75,30,16,12
2024-01-22,842.18,670,Cal,0,0,114,30,15,12
2024-01-23,582.537,670,Cal,0,0,44,30,17,12
2024-01-24,734.618,670,Cal,0,0,62,30,16,12
2024-01-25,814.824,670,Cal,0,0,75,30,17,12
2024-01-26,910.425,670,Cal,0,0,86,30,18,12
2024-01-27,652.941,670,Cal,0,0,70,30,16,12
2024-01-28,647.504,670,Cal,0,0,63,30,15,12
2024-01-29,646.017,670,Cal,0,0,56,30,15,12
2024-01-30,976.642,670,Cal,0,0,104,30,16,12
2024-01-31,723.763,670,Cal,0,0,56,30,15,12
2024-02-01,942.019,670,Cal,0,0,101,30,17,12
2024-02-02,844.641,670,Cal,0,0,83,30,16,12
2024-02-03,1011.12,670,Cal,0,0,95,30,17,12
2024-02-04,649.281,670,Cal,0,0,57,30,15,12
2024-02-05,677.144,670,Cal,0,0,50,30,14,12
2024-02-06,906.604,670,Cal,0,0,71,30,16,12
2024-02-07,725.81,670,Cal,0,0,45,30,17,12
2024-02-08,973.377,670,Cal,0,0,105,30,16,12
2024-02-09,936.735,670,Cal,0,0,92,30,17,12
2024-02-10,943.651,670,Cal,0,0,108,30,17,12
2024-02-11,874.628,670,Cal,0,0,106,30,16,12
2024-02-12,755.362,670,Cal,0,0,89,30,15,12
2024-02-13,789.871,670,Cal,0,0,71,30,15,12
2024-02-14,644.334,670,Cal,0,0,39,30,16,12
2024-02-15,759.406,670,Cal,0,0,52,30,15,12
2024-02-16,852.273,670,Cal,0,0,57,30,18,12
2024-02-17,753.092,670,Cal,0,0,70,30,14,12
2024-02-18,626.71,670,Cal,0,0,50,30,16,12
2024-02-19,840.062,670,Cal,0,0,67,30,15,12
2024-02-20,947.149,670,Cal,0,0,113,30,18,12
2024-02-21,811.757,670,Cal,0,0,52,30,16,12
2024-02-22,892.219,670,Cal,0,0,84,30,19,12
2024-02-23,681.146,670,Cal,0,0,71,30,16,12
2024-02-24,534.044,670,Cal,0,0,53,30,15,12
2024-02-25,939.139,670,Cal,0,0,95,30,16,12
2024-02-26,782.291,670,Cal,0,0,51,30,17,12
2024-02-27,887.206,670,Cal,0,0,99,30,17,12
2024-02-28,711.469,670,Cal,0,0,44,30,17,12
2024-02-29,676.968,670,Cal,0,0,33,30,18,12
2024-03-01,923.81,670,Cal,0,0,49,30,22,12
2024-03-02,529.395,670,Cal,0,0,46,30,16,12
2024-03-03,879.42,670,Cal,0,0,119,30,17,12
2024-03-04,732.845,670,Cal,0,0,69,30,17,12
2024-03-05,809.79,670,Cal,0,0,82,30,16,12
2024-03-06,785.513,670,Cal,0,0,53,30,17,12
2024-03-07,916.134,670,Cal,0,0,85,30,17,12
2024-03-08,722.903,670,Cal,0,0,53,30,17,12
2024-03-09,655.833,670,Cal,0,0,68,30,14,12
2024-03-10,829.955,670,Cal,0,0,110,30,14,12
2024-03-11,678.597,670,Cal,0,0,73,30,16,12
2024-03-12,789.517,670,Cal,0,0,53,30,18,12
2024-03-13,909.938,670,Cal,0,0,71,30,16,12
2024-03-14,591.653,670,Cal,0,0,29,30,20,12
2024-03-15,746.284,670,Cal,0,0,61,30,20,12
2024-03-16,1083.7,670,Cal,0,0,103,30,18,12
2024-03-17,842.732,670,Cal,0,0,60,30,18,12
2024-03-18,814.793,670,Cal,0,0,104,30,15,12
2024-03-19,1061.11,670,Cal,0,0,98,30,18,12
2024-03-20,701.229,670,Cal,0,0,51,30,15,12
2024-03-21,847.927,670,Cal,0,0,84,30,18,12
2024-03-22,796.918,670,Cal,0,0,84,30,17,12
2024-03-23,608.029,670,Cal,0,0,60,30,15,12
2024-03-24,1006.24,670,Cal,0,0,113,30,17,12
2024-03-25,744.421,670,Cal,0,0,63,30,16,12
2024-03-26,893.58,670,Cal,0,0,83,30,17,12
2024-03-27,706.904,670,Cal,0,0,57,30,17,12
2024-03-28,856.884,670,Cal,0,0,85,30,17,12
2024-03-29,875.383,670,Cal,0,0,52,30,18,12
2024-03-30,1105.56,670,Cal,0,0,101,30,14,12
2024-03-31,798.465,670,Cal,0,0,88,30,15,12
2024-04-01,599.262,670,Cal,0,0,51,30,14,12
2024-04-02,479.356,670,Cal,0,0,9,30,16,12
2024-04-03,703.69,670,Cal,0,0,59,30,18,12
2024-04-04,911.478,670,Cal,0,0,94,30,15,12
2024-04-05,1122.87,670,Cal,0,0,91,30,17,12
2024-04-06,936.437,670,Cal,0,0,96,30,16,12
2024-04-07,1043.8,670,Cal,0,0,88,30,16,12
2024-04-08,864.686,670,Cal,0,0,79,30,14,12
2024-04-09,961.123,670,Cal,0,0,94,30,18,12
2024-04-10,915.314,670,Cal,0,0,80,30,17,12
2024-04-11,927.275,670,Cal,0,0,77,30,17,12
2024-04-12,760.088,670,Cal,0,0,68,30,16,12
2024-04-13,1375.61,670,Cal,0,0,102,30,17,12
2024-04-14,1101.96,670,Cal,0,0,127,30,16,12
2024-04-15,905.644,670,Cal,0,0,97,30,15,12
2024-04-16,956.718,670,Cal,0,0,96,30,16,12
2024-04-17,838.131,670,Cal,0,0,61,30,18,12
2024-04-18,924.774,670,Cal,0,0,96,30,17,12
2024-04-19,835.431,670,Cal,0,0,83,30,18,12
2024-04-20,957.449,670,Cal,0,0,98,30,15,12
2024-04-21,645.506,670,Cal,0,0,40,30,16,12
2024-04-22,1098.87,670,Cal,0,0,119,30,15,12
2024-04-23,843.882,670,Cal,0,0,78,30,18,12
2024-04-24,704.871,670,Cal,0,0,33,30,17,12
2024-04-25,1051.56,670,Cal,0,0,89,30,18,12
2024-04-26,765.145,670,Cal,0,0,51,30,17,12
2024-04-27,848.362,670,Cal,0,0,67,30,15,12
2024-04-28,801.084,670,Cal,0,0,82,30,15,12
2024-04-29,1149.87,670,Cal,0,0,151,30,17,12
2024-04-30,923.546,670,Cal,0,0,96,30,19,12
2024-05-01,848.348,670,Cal,0,0,46,30,17,12
2024-05-02,928.519,670,Cal,0,0,50,30,16,12
2024-05-03,775.009,670,Cal,0,0,67,30,18,12
2024-05-04,806.718,670,Cal,0,0,63,30,13,12
2024-05-05,708.925,670,Cal,0,0,53,30,15,12
2024-05-06,921.527,670,Cal,0,0,101,30,15,12
2024-05-07,903.439,670,Cal,0,0,56,30,17,12
2024-05-08,882.303,670,Cal,0,0,64,30,18,12
2024-05-09,945.33,670,Cal,0,0,85,30,15,12
2024-05-10,727.659,670,Cal,0,0,71,30,18,12
2024-05-11,1032.66,670,Cal,0,0,127,30,18,12
2024-05-12,948.683,670,Cal,0,0,77,30,15,12
2024-05-13,925.897,670,Cal,0,0,95,30,17,12
2024-05-14,843.889,670,Cal,0,0,70,30,17,12
2024-05-15,621.037,670,Cal,0,0,42,30,16,12
2024-05-16,763.671,670,Cal,0,0,89,30,15,12
2024-05-17,799.663,670,Cal,0,0,43,30,19,12
2024-05-18,1068.75,670,Cal,0,0,130,30,18,12
2024-05-19,1282.95,670,Cal,0,0,142,30,19,12
2024-05-20,761.898,670,Cal,0,0,42,30,17,12
2024-05-21,879.385,670,Cal,0,0,55,30,19,12
2024-05-22,857.666,670,Cal,0,0,52,30,18,12
2024-05-23,819.128,670,Cal,0,0,73,30,19,12
2024-05-24,971.377,670,Cal,0,0,89,30,18,12
2024-05-25,1159.46,670,Cal,0,0,127,30,17,12
2024-05-26,937.406,670,Cal,0,0,99,30,13,12
2024-05-27,662.87,670,Cal,0,0,47,30,15,12
2024-05-28,1000.22,670,Cal,0,0,94,30,20,12
2024-05-29,948.609,670,Cal,0,0,95,30,19,12
2024-05-30,778.703,670,Cal,0,0,48,30,16,12
2024-05-31,986.181,670,Cal,0,0,78,30,17,12
2024-06-01,1065.09,670,Cal,0,0,113,30,19,12
2024-06-02,1058.33,670,Cal,0,0,110,30,17,12
2024-06-03,689.883,670,Cal,0,0,38,30,16,12
2024-06-04,902.005,670,Cal,0,0,59,30,20,12
2024-06-05,772.092,670,Cal,0,0,59,30,19,12
2024-06-06,1024.32,670,Cal,0,0,101,30,19,12
2024-06-07,737.847,670,Cal,0,0,48,30,18,12
2024-06-08,922.08,670,Cal,0,0,66,30,15,12
2024-06-09,750.55,670,Cal,0,0,79,30,18,12
2024-06-10,774.66,670,Cal,0,0,33,30,18,12
2024-06-11,907.351,670,Cal,0,0,103,30,19,12
2024-06-12,1028.11,670,Cal,0,0,104,30,19,12
2024-06-13,737.2,670,Cal,0,0,32,30,19,12
2024-06-14,816.485,670,Cal,0,0,86,30,18,12
2024-06-15,882.233,670,Cal,0,0,84,30,19,12
2024-06-16,890.332,670,Cal,0,0,70,30,18,12
2024-06-17,874.471,670,Cal,0,0,83,30,19,12
2024-06-18,958.689,670,Cal,0,0,93,30,18,12
2024-06-19,733.714,670,Cal,0,0,47,30,17,12
2024-06-20,811.568,670,Cal,0,0,85,30,19,12
2024-06-21,759.188,670,Cal,0,0,70,30,17,12
2024-06-22,911.223,670,Cal,0,0,78,30,16,12
2024-06-23,804.367,670,Cal,0,0,84,30,17,12
2024-06-24,440.359,670,Cal,0,0,33,30,12,12
2024-06-25,328.403,670,Cal,0,0,25,30,12,12
2024-06-26,679.001,670,Cal,0,0,60,30,18,12
2024-06-27,304.55,670,Cal,0,0,1,30,15,12
2024-06-28,276.174,670,Cal,0,0,3,30,12,12
2024-06-29,343.228,670,Cal,0,0,19,30,14,12
2024-06-30,434.14,670,Cal,0,0,33,30,14,12
2024-07-01,822.231,670,Cal,0,0,69,30,16,12
2024-07-02,833.353,670,Cal,0,0,75,30,19,12
2024-07-03,697.009,670,Cal,0,0,42,30,17,12
2024-07-04,771.818,670,Cal,0,0,57,30,16,12
2024-07-05,871.482,670,Cal,0,0,85,30,17,12
2024-07-06,834.417,670,Cal,0,0,39,30,18,12
2024-07-07,644.235,670,Cal,0,0,46,30,16,12
2024-07-08,760.967,670,Cal,0,0,23,30,18,12
2024-07-09,827.52,670,Cal,0,0,61,30,19,12
2024-07-10,828.48,670,Cal,0,0,78,30,14,12
2024-07-11,868.643,670,Cal,0,0,58,30,19,12
2024-07-12,811.486,670,Cal,0,0,63,30,19,12
2024-07-13,750.379,670,Cal,0,0,49,30,19,12
2024-07-14,733.172,670,Cal,0,0,57,30,17,12
2024-07-15,799.085,670,Cal,0,0,106,30,20,12
2024-07-16,807.021,670,Cal,0,0,75,30,17,12
2024-07-17,731.684,670,Cal,0,0,43,30,19,12
2024-07-18,935.48,670,Cal,0,0,76,30,18,12
2024-07-19,886.535,670,Cal,0,0,80,30,18,12
2024-07-20,822.913,670,Cal,0,0,77,30,15,12
2024-07-21,711.462,670,Cal,0,0,53,30,17,12
2024-07-22,782.796,670,Cal,0,0,85,30,17,12
2024-07-23,889.343,670,Cal,0,0,72,30,18,12
2024-07-24,745.405,670,Cal,0,0,45,30,17,12
2024-07-25,882.698,670,Cal,0,0,76,30,19,12
2024-07-26,944.67,670,Cal,0,0,64,30,19,12
2024-07-27,995.416,670,Cal,0,0,101,30,17,12
2024-07-28,1059.86,670,Cal,0,0,131,30,17,12
2024-07-29,708.398,670,Cal,0,0,62,30,19,12
2024-07-30,899.973,670,Cal,0,0,80,30,16,12
2024-07-31,781.97,670,Cal,0,0,57,30,17,12
2024-08-01,703.002,670,Cal,0,0,46,30,19,12
2024-08-02,965.716,670,Cal,0,0,54,30,20,12
2024-08-03,791.505,670,Cal,0,0,73,30,16,12
2024-08-04,932.617,670,Cal,0,0,112,30,16,12
2024-08-05,842.914,670,Cal,0,0,99,30,19,12
2024-08-06,870.867,670,Cal,0,0,73,30,16,12
2024-08-07,719.076,670,Cal,0,0,46,30,18,12
2024-08-08,696.826,670,Cal,0,0,64,30,17,12
2024-08-09,814.213,670,Cal,0,0,71,30,19,12
2024-08-10,713.66,670,Cal,0,0,70,30,18,12
2024-08-11,968.281,670,Cal,0,0,128,30,17,12
2024-08-12,939.573,670,Cal,0,0,78,30,16,12
2024-08-13,737.44,670,Cal,0,0,39,30,16,12
2024-08-14,864.803,670,Cal,0,0,75,30,18,12
2024-08-15,751.637,670,Cal,0,0,49,30,18,12
2024-08-16,1073.03,670,Cal,0,0,116,30,19,12
2024-08-17,1075.42,670,Cal,0,0,82,30,18,12
2024-08-18,750.45,670,Cal,0,0,60,30,15,12
2024-08-19,813.988,670,Cal,0,0,81,30,17,12
2024-08-20,820.094,670,Cal,0,0,60,30,17,12
2024-08-21,846.925,670,Cal,0,0,53,30,20,12
2024-08-22,700.17,670,Cal,0,0,37,30,17,12
2024-08-23,825.269,670,Cal,0,0,50,30,19,12
2024-08-24,1115.54,670,Cal,0,0,121,30,18,12
2024-08-25,966.462,670,Cal,0,0,95,30,17,12
2024-08-26,692.778,670,Cal,0,0,54,30,17,12
2024-08-27,883.839,670,Cal,0,0,76,30,17,12
2024-08-28,743.895,670,Cal,0,0,36,30,14,12
2024-08-29,721.681,670,Cal,0,0,30,30,16,12
2024-08-30,783.104,670,Cal,0,0,64,30,16,12
2024-08-31,1069.06,670,Cal,0,0,92,30,17,12
2024-09-01,937.017,670,Cal,0,0,94,30,18,12
2024-09-02,799.808,670,Cal,0,0,61,30,16,12
2024-09-03,935.442,670,Cal,0,0,91,30,17,12
2024-09-04,926.212,670,Cal,0,0,88,30,19,12
2024-09-05,781.395,670,Cal,0,0,85,30,17,12
2024-09-06,902.75,670,Cal,0,0,74,30,18,12
2024-09-07,723.154,670,Cal,0,0,88,30,17,12
2024-09-08,844.615,670,Cal,0,0,45,30,16,12
2024-09-09,870.077,670,Cal,0,0,71,30,19,12
2024-09-10,1022.8,670,Cal,0,0,91,30,16,12
